ch06,Sexo_Varón,educ,estado_Ocupado,cobertura_medica_tiene,pobre,estado_civil_no_casado,jefe_ocupado,educ_jefe,jefe_mujer,ninos_hogar
4,0,0.0,0,1,1,1,0,13.0,0,2
6,0,2.0,0,1,1,1,0,13.0,0,2
17,1,11.0,0,0,1,1,0,13.0,0,2
55,1,11.0,1,1,0,0,1,11.0,0,0
51,0,11.0,1,1,0,0,1,11.0,0,0
24,0,15.0,1,1,0,1,1,11.0,0,0
16,0,13.0,0,1,0,1,1,11.0,0,0
56,0,9.0,0,1,0,0,0,9.0,1,0
57,1,9.0,1,1,0,0,0,9.0,1,0
74,1,13.0,0,1,0,0,0,13.0,0,0
73,0,13.0,0,1,0,0,0,13.0,0,0
62,1,13.0,1,1,0,1,1,13.0,0,0
62,0,13.0,0,1,0,1,0,13.0,1,0
26,1,13.0,1,1,0,1,0,13.0,1,0
67,0,16.0,0,1,1,0,0,16.0,0,0
26,1,13.0,0,0,1,0,0,16.0,0,0
26,1,17.0,0,0,1,0,0,16.0,0,0
37,0,13.0,1,1,0,1,1,13.0,1,0
15,0,10.0,0,1,0,1,1,13.0,1,0
24,0,13.0,0,0,1,1,1,13.0,1,1
13,1,9.0,0,1,1,1,1,13.0,1,1
44,0,13.0,1,0,1,1,1,13.0,1,1
27,1,13.0,1,0,1,1,1,13.0,1,1
43,1,13.0,1,1,0,1,0,8.0,0,0
71,1,8.0,0,1,0,1,0,8.0,0,0
66,1,8.0,0,1,0,1,0,8.0,0,0
38,0,16.0,1,1,0,1,1,16.0,1,0
59,1,13.0,1,1,0,0,1,13.0,0,1
54,0,8.0,1,1,0,0,1,13.0,0,1
12,0,7.0,0,1,0,1,1,13.0,0,1
38,0,19.0,1,1,0,1,1,19.0,1,2
12,1,7.0,0,1,0,1,1,19.0,1,2
7,1,3.0,0,1,0,1,1,19.0,1,2
47,1,11.0,1,1,0,1,1,11.0,0,0
51,0,13.0,1,1,0,1,1,11.0,0,0
34,0,13.0,1,1,0,1,1,13.0,1,1
78,0,2.0,0,1,0,0,0,2.0,1,0
84,1,3.0,0,1,0,0,0,2.0,1,0
53,1,11.0,1,1,0,1,1,11.0,0,0
51,0,9.0,1,1,1,1,1,9.0,1,0
60,0,8.0,1,1,0,1,1,8.0,1,0
28,1,13.0,1,0,0,1,1,8.0,1,0
71,1,8.0,0,1,0,1,0,8.0,0,0
64,0,8.0,0,1,0,1,0,8.0,0,0
30,0,13.0,0,1,0,1,0,8.0,0,0
21,0,14.0,0,1,0,1,1,13.0,0,1
16,1,10.0,0,1,0,1,1,13.0,0,1
10,1,5.0,0,1,0,1,1,13.0,0,1
76,1,13.0,0,1,0,0,0,13.0,0,0
80,0,13.0,0,1,0,0,0,13.0,0,0
42,1,13.0,1,1,0,0,1,13.0,0,1
42,0,16.0,1,1,0,0,1,13.0,0,1
30,1,16.0,1,1,0,0,1,16.0,0,2
29,0,16.0,1,1,0,0,1,16.0,0,2
8,1,3.0,0,1,0,1,1,16.0,0,2
5,1,0.0,0,1,0,1,1,16.0,0,2
43,0,16.0,1,1,0,1,1,16.0,1,0
22,1,16.0,1,1,0,1,1,16.0,1,0
20,1,15.0,0,1,0,1,1,16.0,1,0
71,0,6.0,0,1,0,1,0,6.0,1,0
77,0,16.0,0,1,0,1,0,16.0,1,0
44,1,13.0,1,1,0,1,0,16.0,1,0
41,1,13.0,1,1,0,1,1,13.0,1,1
16,0,9.0,0,1,0,1,1,13.0,1,1
13,1,7.0,0,1,0,1,1,13.0,1,1
69,1,13.0,0,1,0,1,0,13.0,0,0
42,1,15.0,1,1,0,1,1,15.0,0,1
12,1,7.0,0,1,0,1,1,15.0,0,1
39,0,15.0,1,1,0,1,1,15.0,1,1
9,0,4.0,0,1,0,1,1,15.0,1,1
54,1,8.0,1,0,0,0,1,8.0,0,0
46,0,9.0,1,1,0,0,1,8.0,0,0
44,1,13.0,1,1,0,0,1,13.0,0,2
44,0,13.0,1,1,0,0,1,13.0,0,2
10,0,4.0,0,1,0,1,1,13.0,0,2
7,0,2.0,0,1,0,1,1,13.0,0,2
78,0,3.0,0,1,0,0,0,3.0,1,0
37,1,16.0,1,1,0,1,1,16.0,0,0
52,0,8.0,1,1,0,0,1,8.0,1,1
55,1,19.0,1,1,0,0,1,8.0,1,1
20,1,13.0,1,1,0,1,1,8.0,1,1
12,1,7.0,0,1,0,1,1,8.0,1,1
45,0,11.0,1,1,0,1,1,11.0,1,2
6,1,0.0,0,1,0,1,1,11.0,1,2
7,0,2.0,0,1,0,1,1,11.0,1,2
34,1,13.0,1,0,0,1,1,13.0,0,0
19,0,14.0,0,1,1,1,0,19.0,1,0
18,0,13.0,0,1,1,1,0,19.0,1,0
86,1,11.0,0,1,1,1,0,19.0,1,0
66,0,13.0,0,1,0,1,0,13.0,1,0
55,0,13.0,0,1,0,1,1,13.0,0,0
83,0,8.0,0,1,0,1,1,13.0,0,0
15,1,10.0,0,1,0,1,1,13.0,0,0
49,1,13.0,1,1,0,1,1,13.0,0,0
48,0,19.0,0,1,1,1,0,19.0,1,0
36,1,16.0,1,0,0,1,1,16.0,0,0
54,1,8.0,1,0,0,1,1,8.0,0,0
53,0,13.0,0,1,1,1,0,13.0,1,3
29,0,11.0,0,1,1,1,0,13.0,1,3
10,0,5.0,0,1,1,1,0,13.0,1,3
7,1,2.0,0,1,1,1,0,13.0,1,3
1,1,0.0,0,1,1,1,0,13.0,1,3
44,1,13.0,1,1,0,1,1,13.0,0,1
34,0,13.0,1,1,0,1,1,13.0,0,1
6,1,1.0,0,1,0,1,1,13.0,0,1
24,0,13.0,0,1,1,1,0,13.0,1,2
47,0,0.0,0,1,1,1,0,13.0,1,2
9,0,4.0,0,1,1,1,0,13.0,1,2
4,0,0.0,0,1,1,1,0,13.0,1,2
33,0,19.0,1,1,0,1,1,19.0,1,2
14,1,10.0,0,1,0,1,1,19.0,1,2
3,1,0.0,0,1,0,1,1,19.0,1,2
57,1,16.0,1,1,0,1,1,16.0,0,0
79,1,8.0,0,1,0,0,0,3.0,1,0
29,0,16.0,1,1,0,1,1,16.0,1,0
39,1,10.0,1,0,0,1,1,16.0,1,0
31,1,13.0,1,1,0,1,1,16.0,1,0
84,1,5.0,0,1,0,0,0,5.0,0,0
83,0,7.0,0,1,0,0,0,5.0,0,0
39,0,13.0,1,1,0,1,0,5.0,0,0
46,1,16.0,1,1,0,1,1,16.0,0,0
70,0,13.0,0,1,1,1,0,13.0,1,0
17,0,12.0,0,0,1,1,0,13.0,1,0
17,0,12.0,0,0,1,1,0,13.0,1,0
72,0,13.0,0,1,0,1,0,13.0,1,0
50,1,13.0,1,1,0,1,0,13.0,1,0
42,0,13.0,0,1,0,1,0,13.0,1,0
26,1,11.0,1,1,0,1,1,11.0,0,0
53,1,13.0,1,1,0,1,1,13.0,0,0
60,0,16.0,0,1,0,1,1,13.0,0,0
26,0,13.0,1,1,0,1,1,13.0,0,0
48,1,13.0,1,1,0,1,1,13.0,0,0
92,0,2.0,0,1,0,1,0,2.0,1,0
64,0,16.0,0,1,0,1,0,16.0,1,0
45,0,16.0,1,1,0,0,1,16.0,1,2
56,1,16.0,1,1,0,0,1,16.0,1,2
12,1,7.0,0,1,0,1,1,16.0,1,2
13,1,9.0,0,1,0,1,1,16.0,1,2
38,0,15.0,1,1,0,1,1,15.0,1,1
41,1,13.0,1,1,0,1,1,15.0,1,1
11,0,7.0,0,1,0,1,1,15.0,1,1
42,0,13.0,1,0,0,1,1,13.0,1,1
14,1,10.0,0,0,0,1,1,13.0,1,1
74,1,10.0,0,1,0,1,0,10.0,0,0
71,0,8.0,0,1,0,1,0,10.0,0,0
37,1,17.0,0,0,0,1,1,13.0,0,0
53,1,13.0,0,1,1,1,0,13.0,0,0
33,1,16.0,1,1,0,1,1,16.0,0,0
33,0,17.0,1,1,0,1,1,17.0,1,0
62,1,13.0,1,0,0,0,1,13.0,0,0
57,0,6.0,1,1,0,0,1,13.0,0,0
33,0,13.0,0,0,0,1,1,13.0,0,0
53,0,10.0,1,0,0,1,1,10.0,1,0
42,1,8.0,1,0,0,1,1,10.0,1,0
76,0,16.0,0,1,0,1,0,16.0,1,0
39,1,14.0,1,1,0,1,1,14.0,0,0
16,0,11.0,0,1,0,1,1,11.0,0,0
48,1,11.0,1,1,0,1,1,11.0,0,0
47,0,8.0,0,1,0,1,1,11.0,0,0
19,0,13.0,0,1,0,1,1,11.0,0,0
53,1,8.0,1,1,1,1,1,8.0,0,3
30,0,10.0,1,1,1,1,1,8.0,0,3
14,0,8.0,0,1,1,1,1,8.0,0,3
13,0,8.0,0,1,1,1,1,8.0,0,3
17,0,12.0,0,1,0,1,1,16.0,1,2
57,1,8.0,1,0,1,1,1,8.0,0,0
44,1,23.0,1,1,0,0,1,23.0,0,0
39,0,19.0,1,1,0,0,1,23.0,0,0
70,0,8.0,0,1,1,1,0,8.0,1,0
49,0,0.0,0,1,1,1,0,8.0,1,0
18,1,12.0,0,0,0,1,1,10.0,1,1
16,1,10.0,1,1,0,1,1,10.0,1,1
14,0,9.0,0,1,0,1,1,10.0,1,1
23,1,16.0,1,1,0,1,1,10.0,1,1
83,1,8.0,0,1,0,0,0,8.0,0,0
67,0,13.0,1,1,0,0,0,8.0,0,0
39,0,10.0,1,1,0,1,1,10.0,1,1
20,1,13.0,1,0,0,1,1,10.0,1,1
96,0,8.0,0,1,0,1,0,8.0,1,0
30,1,8.0,1,0,0,1,1,8.0,0,0
34,0,16.0,1,1,0,1,1,14.0,0,0
63,1,6.0,0,0,1,1,1,6.0,1,2
23,1,13.0,0,0,1,1,1,6.0,1,2
26,0,13.0,1,1,1,1,1,6.0,1,2
30,0,13.0,0,0,1,1,1,6.0,1,2
61,0,6.0,1,1,1,1,1,6.0,1,2
72,0,8.0,0,1,0,1,0,8.0,1,0
40,0,13.0,1,1,0,1,1,13.0,1,1
84,1,13.0,0,1,0,0,0,13.0,0,0
78,0,16.0,0,1,0,0,0,13.0,0,0
11,1,6.0,0,1,1,1,1,8.0,0,3
58,1,11.0,1,1,0,1,1,11.0,0,0
16,1,11.0,0,1,0,1,1,13.0,1,1
6,0,1.0,0,1,0,1,1,13.0,1,1
31,1,12.0,1,1,1,1,1,12.0,0,1
26,0,11.0,1,1,1,1,1,12.0,0,1
6,1,1.0,0,1,1,1,1,12.0,0,1
17,0,13.0,0,1,0,1,1,9.0,1,0
22,1,11.0,1,1,0,1,1,11.0,0,0
24,0,14.0,1,1,0,1,1,11.0,0,0
24,0,13.0,1,1,0,1,1,13.0,1,1
26,1,13.0,1,1,0,1,1,13.0,1,1
4,0,0.0,0,1,0,1,1,13.0,1,1
67,0,13.0,0,1,1,0,0,13.0,0,1
41,1,8.0,0,0,1,1,0,13.0,0,1
59,0,9.0,1,1,0,1,1,9.0,1,0
28,1,11.0,1,1,0,1,1,9.0,1,0
10,1,6.0,0,0,1,1,1,6.0,1,2
7,1,2.0,0,0,1,1,1,6.0,1,2
71,1,9.0,1,1,0,1,1,9.0,0,0
20,0,13.0,1,1,0,1,1,13.0,1,0
21,1,13.0,1,1,0,1,1,13.0,1,0
34,0,13.0,1,1,0,1,1,13.0,1,1
6,1,2.0,0,1,0,1,1,13.0,1,1
63,1,19.0,1,1,0,0,1,19.0,0,0
59,0,16.0,0,1,0,0,1,19.0,0,0
52,0,13.0,1,1,0,1,1,13.0,1,0
62,0,12.0,1,1,0,1,1,12.0,1,0
39,0,0.0,0,1,0,1,1,12.0,1,0
40,0,16.0,1,1,0,1,1,12.0,1,0
44,1,13.0,1,1,0,1,0,8.0,0,0
62,1,8.0,1,1,0,1,1,8.0,0,0
57,0,8.0,0,1,0,1,1,8.0,0,0
26,0,8.0,0,0,0,1,1,8.0,0,0
57,0,8.0,0,1,0,1,0,8.0,1,1
33,0,13.0,1,1,0,1,0,8.0,1,1
9,1,4.0,0,1,1,1,0,13.0,0,1
71,1,13.0,0,1,1,0,0,13.0,0,1
59,1,19.0,0,1,0,1,0,19.0,0,0
33,1,19.0,1,1,0,1,0,19.0,0,0
75,1,13.0,0,1,0,1,0,13.0,0,0
72,0,13.0,0,1,0,1,0,13.0,0,0
24,0,15.0,1,1,0,1,1,15.0,1,0
67,1,8.0,0,1,0,1,0,8.0,0,0
72,0,8.0,0,1,0,1,0,8.0,0,0
30,0,17.0,1,1,0,1,1,17.0,1,0
33,0,13.0,1,1,0,1,1,13.0,1,2
28,1,16.0,1,1,0,1,1,13.0,1,2
4,1,0.0,0,1,0,1,1,13.0,1,2
1,0,0.0,0,1,0,1,1,13.0,1,2
28,1,13.0,1,1,0,1,0,8.0,1,1
45,0,19.0,1,1,0,1,1,19.0,1,0
68,0,4.0,0,1,0,1,0,4.0,1,0
24,1,11.0,1,1,0,1,0,4.0,1,0
20,1,13.0,1,1,0,1,0,4.0,1,0
38,1,9.0,1,1,0,1,0,4.0,1,0
40,1,12.0,1,1,0,1,0,4.0,1,0
12,1,6.0,0,1,0,1,0,8.0,1,1
15,0,10.0,0,1,0,1,0,8.0,1,1
27,0,13.0,1,1,0,1,0,8.0,1,1
17,1,11.0,0,1,0,1,0,8.0,1,1
48,0,13.0,0,1,0,1,0,8.0,1,1
25,1,13.0,1,1,0,1,0,8.0,1,1
12,0,9.0,0,1,0,1,1,19.0,1,2
14,0,10.0,0,1,0,1,1,19.0,1,2
32,1,19.0,1,1,0,1,1,19.0,0,0
31,0,19.0,1,1,0,1,1,19.0,0,0
96,0,19.0,0,1,0,1,0,19.0,1,0
56,0,16.0,0,1,0,0,0,16.0,1,0
55,1,13.0,1,1,0,0,0,16.0,1,0
20,0,14.0,0,1,0,1,0,16.0,1,0
49,0,19.0,1,1,0,1,1,19.0,1,2
47,1,19.0,1,1,0,1,1,19.0,1,2
26,1,19.0,1,1,0,1,1,19.0,0,0
42,0,18.0,1,1,0,0,1,18.0,1,0
46,1,15.0,1,1,0,0,1,18.0,1,0
83,0,13.0,0,1,0,1,0,13.0,1,0
38,1,16.0,1,1,0,1,1,16.0,0,0
52,1,19.0,1,1,0,1,1,19.0,0,0
54,0,15.0,1,1,0,1,1,15.0,1,0
35,0,13.0,1,1,0,1,1,13.0,1,0
32,1,13.0,1,1,0,1,1,13.0,1,0
48,0,16.0,1,1,0,1,1,16.0,1,0
28,0,13.0,1,0,0,1,1,16.0,1,0
65,0,13.0,1,1,0,1,1,13.0,1,0
60,1,13.0,1,1,0,1,1,13.0,1,0
37,1,13.0,1,1,1,1,1,13.0,0,2
34,0,13.0,0,1,1,1,1,13.0,0,2
12,1,6.0,0,1,1,1,1,13.0,0,2
63,1,13.0,1,1,0,1,1,13.0,0,1
22,1,15.0,0,1,0,1,1,13.0,0,1
11,1,6.0,0,1,0,1,1,13.0,0,1
39,1,14.0,1,1,0,0,1,14.0,0,2
35,0,15.0,1,1,0,0,1,14.0,0,2
9,0,4.0,0,1,0,1,1,14.0,0,2
3,0,0.0,0,1,0,1,1,14.0,0,2
80,1,12.0,0,1,0,0,0,12.0,0,0
68,0,11.0,0,1,0,0,0,12.0,0,0
72,0,19.0,0,1,0,1,0,19.0,1,0
38,0,13.0,1,1,0,1,1,13.0,1,1
9,1,4.0,0,1,0,1,1,13.0,1,1
51,0,8.0,0,0,1,1,0,8.0,1,0
44,1,8.0,0,0,1,1,0,8.0,1,0
50,1,8.0,1,1,0,0,1,8.0,0,0
51,0,13.0,0,0,0,0,1,8.0,0,0
28,1,13.0,1,1,0,1,1,8.0,0,0
57,1,6.0,0,1,0,1,0,6.0,0,0
39,1,9.0,1,0,0,1,1,9.0,0,0
39,1,13.0,1,1,0,1,1,13.0,0,0
67,0,11.0,0,1,0,1,0,11.0,1,0
51,1,13.0,1,1,0,0,1,13.0,0,1
43,0,13.0,0,1,0,0,1,13.0,0,1
7,1,3.0,0,1,0,1,1,13.0,0,1
68,1,13.0,0,1,0,1,0,13.0,0,0
68,1,13.0,1,1,0,0,1,13.0,0,0
72,0,10.0,0,1,0,0,1,13.0,0,0
39,0,13.0,0,1,1,1,0,13.0,1,0
20,0,13.0,1,1,1,1,0,13.0,1,0
78,0,8.0,0,1,0,1,0,8.0,1,0
53,0,13.0,1,1,0,1,1,13.0,1,0
8,1,3.0,0,1,1,1,1,13.0,0,2
53,1,8.0,1,0,1,1,1,8.0,0,0
9,0,6.0,0,1,0,1,1,15.0,0,1
40,1,15.0,1,1,0,1,1,15.0,0,1
43,0,16.0,0,1,0,1,1,15.0,0,1
59,1,13.0,0,1,0,1,0,13.0,0,0
57,0,13.0,1,1,0,1,0,13.0,0,0
33,1,13.0,1,1,0,1,0,13.0,0,0
31,1,13.0,1,1,0,1,0,13.0,0,0
32,0,13.0,0,1,0,1,1,10.0,0,1
15,1,10.0,0,1,0,1,1,10.0,0,1
10,0,6.0,0,1,0,1,1,10.0,0,1
32,1,13.0,1,1,0,1,1,13.0,0,3
31,0,13.0,0,1,0,1,1,13.0,0,3
12,1,8.0,0,1,0,1,1,13.0,0,3
39,0,13.0,1,0,0,1,1,13.0,1,2
47,1,6.0,1,0,0,1,1,13.0,1,2
12,1,8.0,0,0,0,1,1,13.0,1,2
3,1,0.0,0,0,0,1,1,13.0,1,2
25,1,13.0,1,1,1,1,1,13.0,0,2
25,0,13.0,0,1,1,1,1,13.0,0,2
7,0,3.0,0,1,1,1,1,13.0,0,2
1,0,0.0,0,1,1,1,1,13.0,0,2
33,1,10.0,1,1,0,1,1,10.0,0,1
46,0,13.0,1,0,0,1,1,13.0,1,2
8,0,3.0,0,1,0,1,1,13.0,1,2
40,0,13.0,1,1,0,1,1,13.0,1,1
38,1,13.0,1,1,0,1,1,13.0,1,1
4,0,0.0,0,1,0,1,1,13.0,1,1
42,1,16.0,1,1,0,1,1,16.0,0,0
68,0,16.0,0,1,0,1,0,16.0,1,0
28,1,8.0,1,0,0,1,0,16.0,1,0
24,1,0.0,0,0,0,1,0,16.0,1,0
30,1,11.0,0,1,1,1,0,13.0,1,1
9,1,4.0,0,1,1,1,0,13.0,1,1
15,1,10.0,0,1,1,1,0,13.0,1,0
36,0,13.0,1,1,0,0,1,13.0,1,2
30,1,13.0,1,1,0,0,1,13.0,1,2
2,1,0.0,0,1,0,1,1,13.0,1,2
5,0,1.0,0,1,0,1,1,13.0,1,2
27,0,13.0,0,1,1,1,0,13.0,1,1
37,0,13.0,1,1,0,1,1,13.0,1,1
5,1,1.0,0,1,0,1,1,13.0,1,1
33,1,19.0,1,1,0,1,1,19.0,0,0
40,1,13.0,1,1,1,1,1,13.0,0,0
35,0,13.0,0,1,1,1,1,13.0,0,0
16,0,12.0,0,1,1,1,1,13.0,0,0
15,1,11.0,0,1,1,1,1,13.0,0,0
61,1,13.0,0,1,1,1,0,13.0,0,0
54,0,13.0,0,1,1,1,0,13.0,0,0
19,0,13.0,0,1,1,1,0,13.0,0,0
56,0,16.0,1,1,1,1,1,16.0,1,0
23,1,13.0,0,0,1,1,1,16.0,1,0
18,1,13.0,0,0,1,1,1,16.0,1,0
7,1,2.0,0,1,0,1,1,13.0,0,3
3,0,0.0,0,1,0,1,1,13.0,0,3
29,1,13.0,1,0,1,1,1,13.0,0,0
8,1,3.0,0,1,0,1,1,13.0,1,2
87,0,5.0,0,1,0,1,0,5.0,1,0
36,1,15.0,1,1,0,0,1,15.0,0,2
32,0,16.0,1,1,0,0,1,15.0,0,2
9,1,4.0,0,1,0,1,1,15.0,0,2
3,1,0.0,0,1,0,1,1,15.0,0,2
80,1,13.0,0,1,0,1,0,13.0,0,0
75,1,13.0,0,1,0,1,0,13.0,0,0
73,0,3.0,0,1,0,0,0,3.0,0,0
74,1,3.0,0,1,0,0,0,3.0,0,0
27,0,13.0,1,0,1,1,1,13.0,1,4
9,1,5.0,0,0,1,1,1,13.0,1,4
50,1,16.0,1,1,0,0,1,16.0,0,1
51,0,19.0,1,1,0,0,1,16.0,0,1
15,0,11.0,0,1,0,1,1,16.0,0,1
12,1,9.0,0,1,0,1,1,16.0,0,1
7,0,2.0,0,0,1,1,1,13.0,1,4
5,0,1.0,0,0,1,1,1,13.0,1,4
2,1,0.0,0,0,1,1,1,13.0,1,4
56,0,13.0,0,1,1,1,0,13.0,1,1
24,0,13.0,1,1,1,1,0,13.0,1,1
4,0,0.0,0,1,1,1,0,13.0,1,1
22,0,14.0,0,1,1,1,0,13.0,1,1
71,0,8.0,0,1,0,1,0,8.0,1,0
73,1,8.0,0,1,0,1,0,8.0,1,0
28,0,15.0,0,1,1,1,0,15.0,1,0
24,1,13.0,1,1,1,1,0,15.0,1,0
35,1,10.0,1,1,1,0,1,10.0,0,2
39,0,13.0,0,1,1,0,1,10.0,0,2
18,1,13.0,0,1,1,1,1,10.0,0,2
15,0,11.0,0,1,1,1,1,10.0,0,2
7,1,3.0,0,1,1,1,1,10.0,0,2
2,1,0.0,0,1,1,1,1,10.0,0,2
39,1,23.0,1,1,0,0,1,23.0,0,1
44,0,19.0,1,1,0,0,1,23.0,0,1
10,0,6.0,0,1,0,1,1,23.0,0,1
78,0,8.0,0,1,0,1,0,8.0,1,0
46,0,19.0,1,0,0,1,1,19.0,1,1
15,0,12.0,0,1,0,1,1,19.0,1,1
14,0,10.0,0,1,0,1,1,19.0,1,1
61,1,13.0,1,1,0,0,1,13.0,0,0
59,0,13.0,0,1,0,0,1,13.0,0,0
36,1,13.0,1,1,0,1,1,13.0,0,0
7,0,2.0,0,0,0,1,1,8.0,0,1
78,0,13.0,0,1,0,1,0,13.0,1,0
82,0,19.0,0,1,0,0,0,19.0,1,0
81,1,19.0,0,1,0,0,0,19.0,1,0
70,1,19.0,0,1,0,1,0,19.0,0,0
68,0,19.0,0,1,0,1,0,19.0,0,0
37,0,16.0,1,1,0,1,1,16.0,1,0
52,1,8.0,1,1,0,1,1,8.0,0,1
47,0,8.0,1,1,0,1,1,8.0,0,1
27,0,9.0,0,0,0,1,1,8.0,0,1
24,1,10.0,1,0,0,1,1,8.0,0,1
73,0,11.0,0,1,0,1,0,11.0,1,0
23,1,11.0,1,1,1,1,1,11.0,0,1
24,0,13.0,1,1,1,1,1,11.0,0,1
4,0,0.0,0,1,1,1,1,11.0,0,1
44,0,13.0,1,1,0,1,1,13.0,1,2
16,1,12.0,0,1,0,1,1,13.0,1,2
12,1,8.0,0,1,0,1,1,13.0,1,2
7,0,2.0,0,1,0,1,1,13.0,1,2
40,1,15.0,1,1,0,1,1,15.0,0,0
57,1,13.0,1,1,0,1,1,13.0,0,1
53,0,13.0,0,1,0,1,1,13.0,0,1
17,1,13.0,0,1,0,1,1,13.0,0,1
11,1,6.0,0,1,0,1,1,13.0,0,1
61,1,19.0,1,1,0,0,1,19.0,0,0
61,0,13.0,1,1,0,0,1,19.0,0,0
79,0,13.0,0,1,0,1,0,13.0,1,0
30,0,13.0,1,1,0,1,0,13.0,1,0
67,0,13.0,0,1,0,1,0,13.0,1,0
40,1,13.0,1,1,0,1,1,13.0,0,0
65,1,19.0,0,1,0,0,0,19.0,0,0
62,0,19.0,0,1,0,0,0,19.0,0,0
50,0,19.0,1,1,0,1,1,19.0,1,1
34,0,13.0,1,1,0,1,1,13.0,1,0
26,1,11.0,1,1,0,1,1,11.0,0,1
25,0,16.0,1,1,0,1,1,11.0,0,1
6,0,1.0,0,1,0,1,1,11.0,0,1
83,0,8.0,0,1,1,1,0,8.0,1,0
57,1,8.0,0,1,1,1,0,8.0,1,0
61,0,13.0,1,1,0,1,1,13.0,1,1
64,1,13.0,1,1,0,1,1,13.0,1,1
29,1,13.0,1,1,0,1,1,13.0,1,1
10,1,5.0,0,1,0,1,1,13.0,1,1
29,1,15.0,1,1,0,1,1,15.0,0,0
44,1,16.0,1,1,0,1,1,16.0,1,0
83,0,8.0,0,1,1,1,0,8.0,1,0
27,1,13.0,0,1,1,1,0,8.0,1,0
35,1,16.0,1,1,0,1,1,16.0,0,2
35,0,13.0,1,1,0,1,1,16.0,0,2
12,1,8.0,0,1,0,1,1,16.0,0,2
12,0,8.0,0,1,0,1,1,16.0,0,2
59,1,19.0,1,1,0,0,1,19.0,0,0
59,0,19.0,1,1,0,0,1,19.0,0,0
33,0,13.0,1,1,1,1,1,13.0,1,1
5,0,0.0,0,1,1,1,1,13.0,1,1
47,0,8.0,0,1,0,1,1,14.0,1,0
32,1,16.0,1,1,0,1,1,16.0,0,2
32,0,13.0,1,1,0,1,1,16.0,0,2
14,1,10.0,0,1,0,1,1,16.0,0,2
10,0,5.0,0,1,0,1,1,16.0,0,2
31,1,13.0,1,1,0,1,1,13.0,0,0
29,0,13.0,1,1,0,1,1,13.0,0,0
31,1,13.0,1,1,0,1,1,13.0,0,1
51,0,14.0,1,1,0,1,1,14.0,1,0
37,0,13.0,1,0,0,1,1,13.0,1,2
9,0,5.0,0,0,0,1,1,13.0,1,2
72,0,19.0,0,1,0,1,0,19.0,1,0
43,1,19.0,1,1,0,1,0,19.0,1,0
50,1,13.0,1,1,0,1,1,13.0,0,0
72,0,8.0,1,1,1,1,1,8.0,1,0
72,1,8.0,0,1,1,1,1,8.0,1,0
53,1,13.0,0,1,1,1,1,8.0,1,0
47,0,13.0,0,1,1,1,1,8.0,1,0
46,1,13.0,1,1,1,1,1,8.0,1,0
42,1,13.0,0,1,1,1,1,8.0,1,0
40,1,13.0,0,1,1,1,1,8.0,1,0
29,1,15.0,0,1,1,1,1,8.0,1,0
24,1,15.0,0,1,1,1,1,8.0,1,0
15,1,11.0,0,1,1,1,1,8.0,1,0
79,0,8.0,0,1,1,1,0,8.0,1,0
30,1,13.0,1,1,1,1,0,8.0,1,0
13,1,9.0,0,1,0,1,1,19.0,1,1
21,1,13.0,1,1,0,1,1,13.0,0,0
78,0,11.0,0,1,1,1,0,13.0,0,0
15,1,12.0,0,1,1,1,0,13.0,0,0
29,0,13.0,1,1,0,1,1,13.0,1,1
4,0,0.0,0,1,0,1,1,13.0,1,1
79,1,16.0,0,1,0,1,0,16.0,0,0
30,1,13.0,1,1,0,1,1,13.0,0,0
22,1,12.0,0,1,0,1,1,13.0,0,0
78,1,13.0,0,1,0,1,0,13.0,0,0
50,1,13.0,0,0,1,1,0,13.0,0,0
50,0,13.0,1,1,1,1,0,13.0,0,0
26,0,15.0,0,0,1,1,0,13.0,0,0
73,1,19.0,0,1,0,0,0,19.0,0,0
54,0,15.0,1,1,0,0,0,19.0,0,0
17,0,12.0,0,1,0,1,0,19.0,0,0
58,0,13.0,0,1,0,1,0,13.0,1,0
37,0,19.0,1,1,0,1,0,13.0,1,0
50,1,8.0,1,1,1,1,1,8.0,0,0
52,0,13.0,1,1,0,0,1,6.0,0,0
31,0,13.0,1,1,0,1,1,6.0,0,0
29,0,19.0,1,1,0,1,1,6.0,0,0
32,1,14.0,0,0,0,1,0,14.0,0,0
25,1,13.0,0,0,0,1,0,14.0,0,0
66,1,6.0,1,1,0,0,1,6.0,0,0
32,0,19.0,1,1,0,1,1,13.0,0,1
5,1,0.0,0,1,0,1,1,13.0,0,1
8,0,3.0,0,0,0,1,1,13.0,1,2
56,0,8.0,0,1,0,0,0,8.0,1,0
56,1,13.0,0,1,0,0,0,8.0,1,0
31,0,13.0,0,0,0,1,0,8.0,1,0
57,1,3.0,1,0,1,1,1,3.0,0,1
14,1,10.0,0,1,1,1,1,3.0,0,1
43,1,8.0,1,1,0,0,1,8.0,0,1
46,0,8.0,1,1,0,0,1,8.0,0,1
23,0,13.0,0,0,0,1,1,8.0,0,1
21,0,13.0,1,1,0,1,1,8.0,0,1
61,1,17.0,1,1,0,0,1,17.0,0,0
56,0,13.0,1,1,0,0,1,17.0,0,0
69,1,12.0,0,1,0,1,0,12.0,0,0
19,0,13.0,0,1,1,1,1,8.0,0,0
22,1,13.0,0,0,1,1,1,8.0,0,0
73,0,9.0,0,1,1,1,0,9.0,1,0
27,0,15.0,0,0,1,1,0,9.0,1,0
